,Year,intersection
0,2011,566.0
1,2012,600.0
2,2013,672.0
3,2014,664.0
4,2015,654.0
5,2016,801.0
6,2017,946.0
7,2018,943.0
8,2019,1268.0
9,2020,1684.0
10,2021,4811.0
