,Year,intersection,health,climate
0,2012,3.0,128.0,54.0
1,2013,0.0,18.0,8.0
2,2014,6.0,166.0,69.0
3,2015,0.0,34.0,32.0
4,2016,0.0,55.0,4.0
5,2017,0.0,58.0,3.0
6,2018,1.0,63.0,22.0
7,2019,3.0,98.0,46.0
8,2020,3.0,87.0,5.0
9,2021,0.0,20.0,0.0
10,2022,0.0,47.0,0.0
