,WHO,Year,intersection,climate,health,sum
0,Europe,2011,1.0,11.0,37.0,49.0
1,Europe,2012,0.0,6.0,3.0,9.0
2,Europe,2013,0.0,4.0,16.0,20.0
3,Europe,2014,0.0,2.0,9.0,11.0
4,Europe,2015,0.0,0.0,1.0,1.0
5,Europe,2016,0.0,2.0,47.0,49.0
6,Europe,2017,0.0,1.0,13.0,14.0
7,Europe,2018,0.0,1.0,30.0,31.0
8,Europe,2019,0.0,3.0,32.0,35.0
9,Europe,2020,0.0,8.0,32.0,40.0
10,Europe,2021,1.0,11.0,35.0,47.0
11,Europe,2022,0.0,15.0,38.0,53.0
