,Sector,intersection,climate,health
0,Beverages,0.0,5.0,2.0
1,Construction & Materials,1.0,18.0,87.0
2,Electronic & Electrical Equ...,0.0,0.0,8.0
3,General Industrials,0.0,1.0,1.0
4,Industrial Engineering,1.0,38.0,195.0
5,Support Services,0.0,2.0,0.0
