,Year,Intersection (Prop)
0,2013,0.0
1,2014,0.0
2,2015,0.0
3,2016,0.2
4,2017,1.0
5,2018,0.0
6,2019,0.33
7,2020,0.5
8,2021,1.0
9,2022,0.33
