,Sector,Climate,Health,Intersection,Year
0,Construction & Materials,0.0,0.0,0.0,2021
1,Electronic & Electrical Equ...,0.0,1.0,0.0,2021
2,General Industrials,1.0,0.67,0.33,2021
3,Oil & Gas Producers,1.0,1.0,0.0,2021
4,Software & Computer Services,0.0,0.0,0.0,2021
5,Support Services,1.0,1.0,0.0,2021
6,Technology Hardware & Equip...,1.0,1.0,0.0,2021
