,Year,intersection
0,2011,10.0
1,2012,6.0
2,2013,4.0
3,2014,0.0
4,2015,3.0
5,2016,4.0
6,2017,0.0
7,2018,7.0
8,2019,8.0
9,2020,16.0
10,2021,14.0
11,2022,33.0
