,Year,Intersection (Prop)
0,2011,0.4
1,2012,0.29
2,2013,0.11
3,2014,0.0
4,2015,0.09
5,2016,0.13
6,2017,0.0
7,2018,0.11
8,2019,0.32
9,2020,0.3
10,2021,0.33
11,2022,0.48
