,index,LC_grouping,Year,intersection,climate,health,sum
0,0,Asia,2011,1.0,10.0,118.0,129.0
1,1,Asia,2012,6.0,47.0,292.0,345.0
2,2,Asia,2013,11.0,23.0,179.0,213.0
3,3,Asia,2014,5.0,24.0,177.0,206.0
4,4,Asia,2015,2.0,24.0,172.0,198.0
5,5,Asia,2016,10.0,27.0,204.0,241.0
6,6,Asia,2017,11.0,23.0,187.0,221.0
7,7,Asia,2018,7.0,49.0,351.0,407.0
8,8,Asia,2019,9.0,58.0,249.0,316.0
9,9,Asia,2020,10.0,66.0,249.0,325.0
10,10,Asia,2021,12.0,88.0,421.0,521.0
11,11,Asia,2022,25.0,212.0,623.0,860.0
