,Sector,intersection,health,climate
0,Construction & Materials,0.0,5.0,1.0
1,Forestry & Paper,0.0,17.0,3.0
2,Industrial Transportation,0.0,15.0,0.0
3,Support Services,0.0,3.5,1.5
