Year,total_docs,hits,documents,prop_doct
2011,7,0,0,0.0
2012,9,1,1,0.11
2013,4,0,0,0.0
2014,6,0,0,0.0
2015,7,0,0,0.0
2016,11,0,0,0.0
2017,13,0,0,0.0
2018,9,1,1,0.11
2019,11,0,0,0.0
2020,18,6,3,0.17
2021,39,3,2,0.05
2022,43,15,5,0.12
