Year,total_docs,hits,documents,prop_doct
2011,2,0,0,0.0
2013,1,0,0,0.0
2014,2,0,0,0.0
2015,3,0,0,0.0
2016,3,0,0,0.0
2017,5,0,0,0.0
2018,5,0,0,0.0
2019,5,1,1,0.2
2020,3,0,0,0.0
2021,15,4,2,0.13
2022,17,3,2,0.12
