,Year,intersection
0,2011,2.0
1,2012,1.0
2,2013,2.0
3,2014,1.0
4,2015,1.0
5,2016,0.0
6,2017,22.0
7,2018,11.0
8,2019,9.0
9,2020,18.0
10,2021,36.0
11,2022,101.0
