Year,total_docs,hits,documents,prop_doct
2011,7,0,0,0.0
2012,6,0,0,0.0
2013,1,0,0,0.0
2015,5,0,0,0.0
2016,3,0,0,0.0
2017,12,0,0,0.0
2018,9,0,0,0.0
2019,8,2,1,0.12
2020,14,1,1,0.07
2021,33,10,5,0.15
2022,39,8,5,0.13
