,Sector,intersection,health,climate
0,Banks,2.0,47.0,54.0
1,Electricity,6.0,77.0,31.0
2,General Industrials,0.0,0.0,0.0
3,Software & Computer Services,0.0,24.0,7.0
4,Support Services,0.0,0.0,0.0
