,Year,intersection
0,2011,93.0
1,2012,96.0
2,2013,53.0
3,2014,68.0
4,2015,70.0
5,2016,96.0
6,2017,65.0
7,2018,91.0
8,2019,142.0
9,2020,137.0
10,2021,409.0
11,2022,425.0
