Year,total_docs,hits,documents,prop_doct
2011,9,0,0,0.0
2012,7,0,0,0.0
2013,12,0,0,0.0
2014,10,0,0,0.0
2015,8,0,0,0.0
2016,10,0,0,0.0
2017,9,0,0,0.0
2018,5,0,0,0.0
2019,6,1,1,0.17
2020,4,0,0,0.0
2021,14,1,1,0.07
2022,12,0,0,0.0
