,Year,Intersection (Prop)
0,2011,0.33
1,2012,0.33
2,2013,0.12
3,2014,0.12
4,2015,0.09
5,2016,0.11
6,2017,0.0
7,2018,0.0
8,2019,0.5
9,2020,0.5
10,2021,0.0
11,2022,0.0
