,WHO,Year,intersection,climate,health,sum,Sector
0,Europe,2013,0.0,2.0,64.0,66.0,Health Care Equipment & Ser...
1,Europe,2014,0.0,0.0,43.0,43.0,Health Care Equipment & Ser...
2,Europe,2015,0.0,1.0,43.0,44.0,Health Care Equipment & Ser...
3,Europe,2016,0.0,0.0,11.0,11.0,Health Care Equipment & Ser...
