,Year,intersection
0,2011,1.0
1,2012,2.0
2,2013,1.0
3,2014,1.0
4,2015,1.0
5,2016,1.0
6,2017,0.0
7,2018,0.0
8,2019,4.0
9,2020,4.0
10,2021,0.0
11,2022,0.0
