,Sector,intersection,health,climate
0,General Retailers,0.0,97.0,7.0
1,Mobile Telecommunications,0.0,6.0,2.0
2,Real Estate Investment & Se...,0.0,6.0,5.0
3,Software & Computer Services,0.0,0.0,0.0
