,WHO,Year,intersection,climate,health,sum,Sector
0,South-East Asia,2012,0.0,0.0,4.0,4.0,Health Care Equipment & Ser...
1,South-East Asia,2013,0.0,0.0,0.0,0.0,Health Care Equipment & Ser...
2,South-East Asia,2014,0.0,0.0,89.0,89.0,Health Care Equipment & Ser...
3,South-East Asia,2015,0.0,0.0,139.0,139.0,Health Care Equipment & Ser...
