,Year,WHO,Climate,Health,Intersection
0,2012,South-East Asia,0.0,1.0,0.0
1,2013,South-East Asia,0.0,0.0,0.0
2,2014,South-East Asia,0.0,1.0,0.0
3,2015,South-East Asia,0.0,1.0,0.0
