,Year,intersection
0,2011,1211.0
1,2012,1182.0
2,2013,1494.0
3,2014,1449.0
4,2015,1458.0
5,2016,1786.0
6,2017,2084.0
7,2018,2075.0
8,2019,2660.0
9,2020,3783.0
10,2021,10212.0
