,Year,intersection
0,2011,0.0
1,2012,9.0
2,2013,13.0
3,2014,1.0
4,2015,1.0
5,2016,1.0
6,2017,11.0
7,2018,1.0
8,2019,3.0
9,2020,2.0
10,2021,19.0
11,2022,7.0
