,index,LC_grouping,Year,intersection,climate,health,sum
0,0,SIDS,2011,0.0,10.0,110.0,120.0
1,1,SIDS,2012,9.0,54.0,270.0,333.0
2,2,SIDS,2013,13.0,148.0,369.0,530.0
3,3,SIDS,2014,1.0,46.0,336.0,383.0
4,4,SIDS,2015,1.0,76.0,97.0,174.0
5,5,SIDS,2016,1.0,87.0,224.0,312.0
6,6,SIDS,2017,11.0,61.0,134.0,206.0
7,7,SIDS,2018,1.0,14.0,73.0,88.0
8,8,SIDS,2019,3.0,29.0,121.0,153.0
9,9,SIDS,2020,2.0,22.0,73.0,97.0
10,10,SIDS,2021,19.0,110.0,420.0,549.0
11,11,SIDS,2022,7.0,78.0,204.0,289.0
