Year,total_docs,hits,documents,prop_doct
2011,26,0,0,0.0
2012,24,4,2,0.08
2013,37,0,0,0.0
2014,24,0,0,0.0
2015,36,2,2,0.06
2016,33,0,0,0.0
2017,47,10,2,0.04
2018,51,2,2,0.04
2019,74,6,6,0.08
2020,107,11,6,0.06
2021,221,42,22,0.1
2022,280,35,25,0.09
