,Year,intersection,health,climate
0,2011,58.0,5225.0,1197.0
1,2012,57.0,5464.0,1135.0
2,2013,106.0,6041.0,1703.0
3,2014,72.0,5377.0,1354.0
4,2015,92.0,6556.0,1547.0
5,2016,86.0,6919.0,1677.0
6,2017,155.0,7112.0,1880.0
7,2018,102.0,8133.0,1661.0
8,2019,197.0,8656.0,2554.0
9,2020,288.0,9430.0,3113.0
10,2021,851.0,22387.0,6556.0
11,2022,934.0,22669.0,8993.0
