,WHO,Year,intersection,climate,health,sum
0,Africa,2016,0.0,1.0,0.0,1.0
1,Africa,2018,0.0,0.0,0.0,0.0
2,Africa,2021,0.0,0.0,1.0,1.0
3,Africa,2022,0.0,0.0,1.0,1.0
