,Year,intersection,health,climate
0,2011,0.0,0.0,0.0
1,2012,0.0,27.0,0.0
2,2013,0.0,22.0,2.0
3,2014,0.0,18.0,2.0
4,2015,0.0,23.0,0.0
5,2016,8.0,115.0,15.0
6,2017,2.0,52.0,6.0
7,2018,12.0,275.0,81.0
8,2019,5.0,318.0,110.0
9,2020,6.0,429.0,178.0
10,2021,65.0,1361.0,305.0
11,2022,48.0,1046.0,575.0
