,Year,intersection
0,2011,0.0
1,2012,0.0
2,2013,7.0
3,2014,15.0
4,2015,2.0
5,2016,2.0
6,2017,1.0
7,2018,4.0
8,2019,16.0
9,2020,10.0
10,2021,32.0
11,2022,29.0
