,WHO,Year,intersection,climate,health,sum,Sector
0,Europe,2019,2.0,5.0,8.0,15.0,Health Care Equipment & Ser...
1,Europe,2020,2.0,4.0,8.0,14.0,Health Care Equipment & Ser...
2,Europe,2021,1.0,4.0,9.0,14.0,Health Care Equipment & Ser...
