,Year,intersection,health,climate
0,2011,5.0,143.0,34.0
1,2012,0.0,91.0,20.0
2,2013,6.0,143.0,36.0
3,2014,5.0,410.0,36.0
4,2015,4.0,111.0,53.0
5,2016,3.0,130.0,78.0
6,2017,4.0,164.0,96.0
7,2018,6.0,164.0,64.0
8,2019,7.0,159.0,49.0
9,2020,11.0,236.0,98.0
10,2021,29.0,820.0,279.0
11,2022,36.0,651.0,344.0
