,Year,intersection
0,2012,0.0
1,2013,0.0
2,2014,0.0
3,2015,5.0
4,2016,8.0
5,2017,18.0
6,2018,13.0
7,2019,5.0
8,2020,11.0
9,2021,26.0
10,2022,19.0
