,Year,WHO,Climate,Health,Intersection
0,2014,South-East Asia,0.0,1.0,0.0
1,2015,South-East Asia,0.0,1.0,0.0
2,2016,South-East Asia,0.0,1.0,0.0
3,2017,South-East Asia,0.0,1.0,0.0
4,2018,South-East Asia,0.0,1.0,0.0
5,2019,South-East Asia,0.0,1.0,0.0
6,2020,South-East Asia,1.0,1.0,0.0
7,2021,South-East Asia,0.0,1.0,0.0
