,Year,Intersection (Prop)
0,2012,0.0
1,2013,0.0
2,2014,0.0
3,2015,0.11
4,2016,0.13
5,2017,0.13
6,2018,0.08
7,2019,0.09
8,2020,0.09
9,2021,0.24
10,2022,0.26
