,Year,intersection
0,2011,23.0
1,2012,63.0
2,2013,46.0
3,2014,49.0
4,2015,51.0
5,2016,68.0
6,2017,56.0
7,2018,60.0
8,2019,98.0
9,2020,82.0
10,2021,193.0
11,2022,316.0
