Year,total_docs,hits,documents,prop_doct
2011,10,3,2,0.2
2012,11,1,1,0.09
2013,9,0,0,0.0
2014,16,0,0,0.0
2015,14,0,0,0.0
2016,13,0,0,0.0
2017,9,0,0,0.0
2018,13,0,0,0.0
2019,12,0,0,0.0
2020,13,1,1,0.08
2021,31,11,4,0.13
2022,42,7,7,0.17
