Year,total_docs,hits,documents,prop_doct
2011,5,0,0,0.0
2012,7,0,0,0.0
2013,6,0,0,0.0
2014,9,0,0,0.0
2015,9,0,0,0.0
2016,9,0,0,0.0
2017,9,0,0,0.0
2018,17,1,1,0.06
2019,17,0,0,0.0
2020,13,0,0,0.0
2021,38,3,2,0.05
2022,40,1,1,0.02
