,Year,intersection
0,2011,7.0
1,2012,21.0
2,2013,14.0
3,2014,17.0
4,2015,18.0
5,2016,22.0
6,2017,14.0
7,2018,40.0
8,2019,54.0
9,2020,43.0
10,2021,204.0
11,2022,182.0
