,WHO,Year,intersection,climate,health,sum,Sector
0,South-East Asia,2014,0.0,0.0,24.0,24.0,Health Care Equipment & Ser...
1,South-East Asia,2015,0.0,0.0,33.0,33.0,Health Care Equipment & Ser...
2,South-East Asia,2016,0.0,0.0,36.0,36.0,Health Care Equipment & Ser...
3,South-East Asia,2017,0.0,0.0,39.0,39.0,Health Care Equipment & Ser...
4,South-East Asia,2018,0.0,0.0,37.0,37.0,Health Care Equipment & Ser...
5,South-East Asia,2019,0.0,0.0,52.0,52.0,Health Care Equipment & Ser...
6,South-East Asia,2020,0.0,1.0,3.0,4.0,Health Care Equipment & Ser...
7,South-East Asia,2021,0.0,0.0,66.0,66.0,Health Care Equipment & Ser...
