Year,total_docs,hits,documents,prop_doct
2015,3,0,0,0.0
2016,4,0,0,0.0
2017,5,0,0,0.0
2018,3,0,0,0.0
2019,3,0,0,0.0
2020,3,0,0,0.0
2021,9,0,0,0.0
2022,8,0,0,0.0
