,Sector,intersection,climate,health
0,Construction & Materials,0.0,0.0,0.0
1,Electronic & Electrical Equ...,0.0,0.0,1.0
2,General Industrials,11.0,21.0,21.0
3,Oil & Gas Producers,0.0,21.0,83.0
4,Software & Computer Services,0.0,0.0,0.0
5,Support Services,0.0,1.0,4.0
6,Technology Hardware & Equip...,0.0,5.0,10.0
