,WHO,Year,intersection,climate,health,sum
0,Eastern Mediterranean,2013,0.0,0.0,2.0,2.0
1,Eastern Mediterranean,2014,0.0,0.0,2.0,2.0
2,Eastern Mediterranean,2015,0.0,3.0,5.0,8.0
3,Eastern Mediterranean,2016,2.0,5.0,23.0,30.0
4,Eastern Mediterranean,2017,4.0,8.0,55.0,67.0
5,Eastern Mediterranean,2018,0.0,2.0,26.0,28.0
6,Eastern Mediterranean,2019,0.0,0.0,2.0,2.0
7,Eastern Mediterranean,2020,0.0,0.0,2.0,2.0
8,Eastern Mediterranean,2021,0.0,0.0,6.0,6.0
