,WHO,Year,intersection,climate,health,sum,Sector
0,Europe,2018,0.0,1.0,38.0,39.0,Health Care Equipment & Ser...
1,Europe,2019,1.0,2.0,42.0,45.0,Health Care Equipment & Ser...
2,Europe,2020,0.0,0.0,0.0,0.0,Health Care Equipment & Ser...
3,Europe,2021,26.0,39.0,398.0,463.0,Health Care Equipment & Ser...
4,Europe,2022,20.0,91.0,703.0,814.0,Health Care Equipment & Ser...
