Year,total_docs,hits,documents,prop_doct
2011,2,0,0,0.0
2012,3,0,0,0.0
2013,3,0,0,0.0
2014,2,0,0,0.0
2015,4,0,0,0.0
2016,4,2,1,0.25
2017,4,0,0,0.0
2018,5,1,1,0.2
2019,4,1,1,0.25
2020,8,1,1,0.12
2021,12,0,0,0.0
2022,10,0,0,0.0
