,Year,WHO,Climate,Health,Intersection
0,2011,South-East Asia,1.0,1.0,0.0
1,2016,South-East Asia,1.0,1.0,0.0
2,2017,South-East Asia,1.0,1.0,0.0
3,2018,South-East Asia,1.0,1.0,0.0
4,2019,South-East Asia,1.0,1.0,0.0
5,2020,South-East Asia,1.0,1.0,1.0
6,2021,South-East Asia,1.0,1.0,0.0
