,Year,intersection
0,2011,2.0
1,2012,9.0
2,2013,7.0
3,2014,7.0
4,2015,10.0
5,2016,18.0
6,2017,34.0
7,2018,16.0
8,2019,32.0
9,2020,45.0
10,2021,105.0
11,2022,85.0
