,Year,Intersection (Prop)
0,2011,0.0
1,2012,0.0
2,2013,0.05
3,2014,0.18
4,2015,0.0
5,2016,0.0
6,2017,0.0
7,2018,0.08
8,2019,0.04
9,2020,0.17
10,2021,0.11
11,2022,0.18
