,Sector,intersection,health,climate
0,Banks,0.0,3.5,0.0
1,Diversified,2.33,22.67,12.33
2,Financial Services,1.33,90.33,5.33
3,Food & Drug Retailers,0.0,124.0,6.0
4,Food Producers,0.0,21.25,1.75
5,Forestry & Paper,0.0,37.0,2.0
6,General Industrials,0.0,21.0,0.0
7,General Retailers,2.0,86.0,10.0
8,Industrial Engineering,0.0,12.0,0.0
9,Life Insurance,0.0,7.0,2.0
10,Media,0.0,2.0,0.0
11,Nonlife Insurance,0.0,7.0,1.0
12,Support Services,0.0,11.6,0.4
13,Technology Hardware & Equip...,0.0,0.0,0.0
