,Sector,intersection,health,climate
0,Diversified,35.0,399.0,197.0
1,Electricity,3.0,93.0,108.0
2,Fixed Line Telecommunications,0.0,95.0,69.0
3,General Industrials,0.0,1.0,0.0
4,Industrial Engineering,0.0,0.0,0.0
5,Media,1.0,44.0,7.0
6,Mining,3.0,133.0,12.0
7,Mobile Telecommunications,3.0,140.5,91.0
