,Year,intersection
0,2011,0.0
1,2012,0.0
2,2013,0.0
3,2014,0.0
4,2015,1.0
5,2016,2.0
6,2017,0.0
7,2018,1.0
8,2019,1.0
9,2020,2.0
10,2021,6.0
11,2022,4.0
