,Sector,intersection,health,climate
0,Alternative Energy,0.0,8.0,2.0
1,Automobiles & Parts,0.0,7.5,0.5
2,Banks,0.0,9.0,2.0
3,Chemicals,0.0,2.0,0.0
4,Construction & Materials,3.0,17.0,6.0
5,Diversified,0.0,2.0,1.0
6,Food Producers,0.0,22.0,10.0
7,General Industrials,0.0,10.0,0.33
8,Mining,0.0,11.0,1.0
9,Software & Computer Services,0.0,4.0,0.0
