,Year,Intersection (Prop)
0,2011,0.0
1,2012,0.0
2,2013,0.0
3,2014,0.0
4,2015,0.11
5,2016,0.2
6,2017,0.0
7,2018,0.07
8,2019,0.05
9,2020,0.14
10,2021,0.12
11,2022,0.12
