,index,LC_grouping,Year,intersection,climate,health,sum
0,0,Europe,2012,0.0,0.0,6.0,6.0
1,1,Europe,2013,0.0,10.0,37.0,47.0
2,2,Europe,2014,0.0,0.0,11.0,11.0
3,3,Europe,2016,0.0,0.0,11.0,11.0
4,4,Europe,2017,5.0,63.0,103.0,171.0
5,5,Europe,2018,4.0,71.0,69.0,144.0
6,6,Europe,2019,4.0,90.0,124.0,218.0
7,7,Europe,2020,4.0,27.0,47.0,78.0
8,8,Europe,2021,7.0,101.0,241.0,349.0
9,9,Europe,2022,15.0,151.0,162.0,328.0
