,index,LC_grouping,Year,intersection,climate,health,sum
0,0,Asia,2012,0.0,0.0,0.0,0.0
1,1,Asia,2013,0.0,0.0,0.0,0.0
2,2,Asia,2014,0.0,5.0,4.0,9.0
3,3,Asia,2015,1.0,27.0,41.0,69.0
4,4,Asia,2016,2.0,21.0,60.0,83.0
5,5,Asia,2017,0.0,0.0,4.0,4.0
6,6,Asia,2018,0.0,0.0,8.0,8.0
7,7,Asia,2019,0.0,0.0,26.0,26.0
8,8,Asia,2020,1.0,27.0,87.0,115.0
9,9,Asia,2021,0.0,0.0,53.0,53.0
10,10,Asia,2022,13.0,46.0,152.0,211.0
