,Year,Intersection (Prop)
0,2011,0.0
1,2012,0.09
2,2013,0.08
3,2014,0.15
4,2015,0.08
5,2016,0.2
6,2017,0.29
7,2018,0.31
8,2019,0.43
9,2020,0.38
10,2021,0.6
11,2022,0.5
