,Year,intersection
0,2011,0.0
1,2012,6.0
2,2013,5.0
3,2014,0.0
4,2015,0.0
5,2016,0.0
6,2017,0.0
7,2018,0.0
8,2019,0.0
9,2020,5.0
10,2021,7.0
11,2022,3.0
