,Year,intersection
0,2011,77.0
1,2012,62.0
2,2013,184.0
3,2014,102.0
4,2015,70.0
5,2016,88.0
6,2017,121.0
7,2018,85.0
8,2019,75.0
9,2020,130.0
10,2021,423.0
11,2022,419.0
