,Sector,intersection,health,climate
0,Banks,0.0,9.0,5.0
1,Beverages,0.0,18.0,8.0
2,Construction & Materials,0.0,0.0,0.0
3,Electricity,0.5,0.5,2.0
4,Financial Services,1.0,18.5,24.0
5,Health Care Equipment & Ser...,2.0,32.0,34.0
6,Industrial Engineering,0.0,3.0,6.0
7,Software & Computer Services,0.0,0.0,2.0
8,Support Services,1.0,13.0,14.0
9,Travel & Leisure,2.0,46.0,21.0
