,Year,intersection
0,2011,0.0
1,2012,4.0
2,2013,1.0
3,2014,3.0
4,2015,8.0
5,2016,8.0
6,2017,9.0
7,2018,15.0
8,2019,24.0
9,2020,24.0
10,2021,50.0
11,2022,101.0
