,Year,intersection,health,climate
0,2011,0.0,91.0,35.0
1,2012,0.0,73.0,50.0
2,2013,1.0,116.0,55.0
3,2014,5.0,145.0,48.0
4,2015,8.0,144.0,61.0
5,2016,0.0,75.0,8.0
6,2017,0.0,67.0,5.0
7,2018,0.0,31.0,6.0
8,2019,0.0,82.0,19.0
9,2020,9.0,91.0,123.0
10,2021,59.0,366.0,252.0
11,2022,58.0,395.0,206.0
