Year,total_docs,hits,documents,prop_doct
2011,25,0,0,0.0
2012,21,1,1,0.05
2013,31,10,3,0.1
2014,36,0,0,0.0
2015,39,2,2,0.05
2016,36,1,1,0.03
2017,49,3,2,0.04
2018,54,2,2,0.04
2019,60,10,6,0.1
2020,98,12,7,0.07
2021,143,32,9,0.06
2022,170,32,11,0.06
