,Year,intersection
0,2011,65.0
1,2012,41.0
2,2013,90.0
3,2014,84.0
4,2015,80.0
5,2016,139.0
6,2017,166.0
7,2018,156.0
8,2019,228.0
9,2020,538.0
10,2021,1018.0
11,2022,1269.0
